"Processo","Ementa","Autor","Relator","Tramitação","Tramitacao Interna","Dias na Comissão","Dias no Estado Atual"
"PL 738/2023","AUTORIZA AS AGÊNCIAS DE COMUNICAÇÃO EM CONTRATOS COM A PREFEITURA DE SÃO PAULO A SUBCONTRATAREM PERFIS E CONTAS DIGITAIS DE BAIRROS COM CNPJ QUE VEICULAM NOTÍCIAS DIÁRIAS DE INTERESSE PÚBLICO AO CIDADÃO NA CIDADE DE SÃO PAULO.","Ver. ALESSANDRO GUEDES (PT)","Ver. KEIT LIMA (PSOL)","16/06/2025 16:52:00 - FIN  (Recebido de ADM)","16/04/2026 02:21 - Relator(a) / Estudo para manifestação do relator","341","37"
"PL 730/2023","INSTITUI, NO MUNÍCIPIO DE SÃO PAULO, A NECESSIDADE DA CRIAÇÃO DE UMA LEI PARA IMPLANTAÇÃO DE ESTEIRAS OU ESCADAS ROLANTES NOS ESCADÕES EXISTENTES NOS BAIRROS E COMUNIDADES DO MUNICÍPIO DE SÃO PAULO.","Ver. RICARDO TEIXEIRA (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","15/12/2025 14:18:00 - FIN  (Recebido de ADM)","08/04/2026 04:42 - Consultoria (CTEO.1) / Para análise","159","45"
"PL 723/2023","DETERMINA A OBRIGATORIEDADE DE SISTEMA DE ATERRAMENTO NAS NOVAS EDIFICAÇÕES NO MUNICÍPIO DE SÃO PAULO.","Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. GILBERTO NASCIMENTO (PL)","17/04/2026 17:50:00 - FIN  (Recebido de URB)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","36","24"
"PL 718/2023","INSTITUI A CAMPANHA “CORAÇÃO DOURADO”, E DÁ OUTRAS PROVIDÊNCIAS","Ver. JAIR TATTO (PT)","Ver. KEIT LIMA (PSOL)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","08/04/2026 04:42 - Relator(a) / Estudo para manifestação do relator","288","45"
"PL 699/2023","INSTITUI, NO MUNICÍPIO DE SÃO PAULO, A CAMPANHA PERMANENTE DE ORIENTAÇÃO, PREVENÇÃO E CONSCIENTIZAÇÃO DA DEPRESSÃO, TRANSTORNO DE ANSIEDADE E SÍNDROME DO PÂNICO.","Ver. RUTE COSTA (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","16/05/2025 10:12:00 - FIN  (Recebido de SAUDE)","08/04/2026 04:42 - Relator(a) / Estudo para manifestação do relator","372","45"
"PL 693/2023","INSTITUI, NO MUNÍCIPIO DE SÃO PAULO, A NECESSIDADE DE MAJORAÇÃO DO PERÍODO DE UTILIZAÇÃO DO BILHETE ÚNICO PARA PAGAMENTO DE TARIFAS NO SERVIÇO DE TRANSPORTE COLETIVO PÚBLICO DE PASSAGEIROS NA CIDADE DE SÃO PAULO, JÁ EXISTENTE NOS DIAS ÚTEIS, BEM COMO ALTERAR AOS DOMINGOS E FERIADOS, PASSANDO ESTES A SEREM PERÍODOS DE GRATUIDADE, DANDO OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. RENATA FALZONI (PSB)Ver. PAULO FRANGE (MDB)","Ver. SILVINHO LEITE (UNIÃO)","11/08/2025 11:15:00 - FIN  (Recebido de ECON)","26/03/2026 01:11 - Secretaria (SGP12) / Aguardando Informações do Executivo","285","58"
"PL 678/2023","DISPÕE SOBRE A DISTRIBUIÇÃO GRATUITA DE ÁGUA POTÁVEL EM EVENTOS NA CIDADE DE SÃO PAULO.","Ver. LUANA ALVES (PSOL)","Ver. KEIT LIMA (PSOL)","23/04/2026 16:39:00 - FIN  (Recebido de SAUDE)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","30","24"
"PL 660/2023","AUTORIZA A CRIAÇÃO DO POLO CULTURAL GASTRONÔMICO E TURÍSTICO DO BIXIGA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. SANDRA SANTANA (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","23/04/2026 16:39:00 - FIN  (Recebido de EDUC)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","30","24"
"PL 602/2023","ALTERA A LEI Nº 16.337, DE 30 DE DEZEMBRO DE 2015, PARA INCLUIR AS PESSOAS COM SÍNDROME DE DOWN OU OUTRAS CORRELATAS ENTRE OS BENEFICIÁRIOS DO SERVIÇO DE ATENDIMENTO ESPECIAL – SERVIÇO ATENDE.","Ver. RODRIGO GOULART (PSD)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/12/2025 14:21:00 - FIN  (Recebido de SAUDE)","22/04/2026 05:30 - Relator(a) / Estudo para manifestação do relator","159","31"
"PL 595/2023","FICA DENOMINADA COMO PRAÇA JOÃO OLIBONI A PRAÇA INOMINADA, QUE FICA NA ALTURA DO NÚMERO 30 DA RUA CATARINA VIEIRA, VILA DALILA, NO DISTRITO DA PENHA- PREFEITURA REGIONAL DA PENHA.","Ver. DRA. SANDRA TADEU (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","18/08/2025 10:56:00 - FIN  (Recebido de EDUC)","30/04/2026 03:35 - Relator(a) / Estudo para manifestação do relator","278","23"
"PL 552/2023","ACRESCENTA O § 3º AO ART. 175 DO CAPÍTULO VI DA LEI Nº Nº 8.989, DE 29 DE OUTUBRO DE 1979 (ESTATUTO DO SERVIDOR MUNICIPAL), PARA DISPOR SOBRE ALOCAÇÃO À SERVIDORA PÚBLICA EM SITUAÇÃO DE ASSÉDIO SEXUAL, MORAL, VIOLÊNCIA DOMÉSTICA E FAMILIAR OU QUALQUER SITUAÇÃO QUE IMPUTE VULNERABILIDADE OU RISCO DE VIDA, GARANTINDO ALOCAÇÃO EM OUTRA UNIDADE PARA PRESTAÇÃO DE SERVIÇO, A FIM DE RESGUARDAR SUA INTEGRIDADE FÍSICA E PSICOLÓGICA.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","12/03/2026 03:45 - Relator(a) / Assinar Relatório","288","72"
"PL 542/2023","ESTABELECE A POLÍTICA DE INCENTIVO À DOAÇÃO DE ÓRGÃOS NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. THAMMY MIRANDA (PSD)","Ver. MARCELO MESSIAS (MDB)","16/05/2025 10:12:00 - FIN  (Recebido de SAUDE)","08/04/2026 04:42 - Relator(a) / Estudo para manifestação do relator","372","45"
"PL 533/2023","AUTORIZA O PODER EXECUTIVO A REALIZAR PARCERIAS COM AS INSTITUIÇÕES DE ENSINO PÚBLICO E PRIVADO, PARA A REALIZAÇÃO DE ATIVIDADES FÍSICAS NAS PRAÇAS, E ESPAÇOS PÚBLICOS PARA CRIANÇAS, JOVENS, ADULTOS E IDOSOS.","Ver. RUTE COSTA (PL)","Ver. MAJOR PALUMBO (PP)","10/11/2025 11:44:00 - FIN  (Recebido de SAUDE)","19/05/2026 03:18 - Secretaria (SGP12) / Retirado de pauta","194","4"
"PL 519/2023","DISPÕE SOBRE A PROTEÇÃO DA PESSOA IDOSA NOS PROCEDIMENTOS DE CONTRATAÇÃO DE EMPRÉSTIMO CONSIGNADO, DE CARTÃO DE CRÉDITO CONSIGNADO E DE SERVIÇO CUJO DESCONTO INCIDA SOBRE A FOLHA DE PAGAMENTO.","Ver. RUTE COSTA (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","19/09/2025 15:23:00 - FIN  (Recebido de SAUDE)","20/05/2026 09:23 - Consultoria / Para análise","246","3"
"PL 515/2023","DISPÕE SOBRE A IDENTIFICAÇÃO DOS PONTOS E RESPECTIVAS LINHAS DE ÔNIBUS DO MUNICÍPIO EM BRAILE.","Ver. ANDRÉ SANTOS (REPUBLICANOS)Ver. RUBINHO NUNES (UNIÃO)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/09/2025 11:18:00 - FIN  (Recebido de SAUDE)","27/11/2025 02:39 - Relator(a) / Estudo para manifestação do relator","250","177"
"PL 513/2023","ESTABELECE O USO DA HASHTAG #PRATODOSVEREM NAS PUBLICAÇÕES ELETRÔNICAS DA ADMINISTRAÇÃO DIRETA E INDIRETA DO MUNICÍPIO DE SÃO PAULO.","Ver. ANDRÉ SANTOS (REPUBLICANOS)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","27/11/2025 02:37 - Relator(a) / Estudo para manifestação do relator","288","177"
"PL 493/2023","ALTERA A LEI Nº 17.437, DE 12 DE AGOSTO DE 2020, PARA INCLUIR A MOCHILA COMO ITEM DO UNIFORME ESCOLAR DOS ESTUDANTES MATRICULADOS NA REDE PÚBLICA DO MUNICÍPIO DE SÃO PAULO.","Ver. RODRIGO GOULART (PSD)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","05/04/2025 06:47:00 - FIN  (Recebido de ADM)","06/08/2025 02:28 - Relator(a) / Estudo para manifestação do relator","413","290"
"PL 490/2023","RECONHECE OS PORTADORES DE FIBROMIALGIA COMO PESSOAS COM DEFICIÊNCIA NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, INSTITUI A CARTEIRA DE IDENTIFICAÇÃO DA PESSOA COM FIBROMIALGIA E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RODOLFO DESPACHANTE (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","08/04/2026 04:42 - Relator(a) / Estudo para manifestação do relator","288","45"
"PL 482/2023","INSTITUI A POLÍTICA DE ATENÇÃO À ONCOLOGIA PEDIÁTRICA NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO.","Ver. JAIR TATTO (PT)Ver. SANSÃO PEREIRA (REPUBLICANOS)","Ver. SILVINHO LEITE (UNIÃO)","15/12/2025 14:23:00 - FIN  (Recebido de SAUDE)","29/04/2026 02:52 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","159","24"
"PL 443/2023","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO SOBRE A OBRIGATORIEDADE DE REPRESENTANTES DA ILUMINA NAS REUNIÕES DO CONSEG, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","03/12/2025 15:02:00 - FIN  (Recebido de ADM)","08/04/2026 04:42 - Consultoria (CTEO.1) / Para análise","171","45"
"PL 442/2023","DISPÕE SOBRE A REMOÇÃO E COMPACTAÇÃO DE VEÍCULOS ABANDONADOS EM VIAS PÚBLICAS DO MUNÍCIPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUBINHO NUNES (UNIÃO)Ver. SILVINHO LEITE (UNIÃO)","Ver. MARCELO MESSIAS (MDB)","08/09/2025 18:29:00 - FIN  (Recebido de ADM)","11/03/2026 02:36 - Relator(a) / Estudo para manifestação do relator","257","73"
"PL 439/2023","DISPÕE SOBRE NORMAS DE MANUTENÇÃO DE INSTALAÇÕES DE AQUECIMENTO DE ÁGUA EM EDIFICAÇÕES, COM O OBJETIVO DE PREVENIR ACIDENTES QUE PONHAM EM RISCO A SAÚDE E A VIDA DOS MUNÍCIPES OU ACARRETEM DANOS ÀS SUAS PROPRIEDADES E BENS, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. THAMMY MIRANDA (PSD)","Ver. KEIT LIMA (PSOL)","07/04/2026 18:47:00 - FIN  (Recebido de SAUDE)","07/04/2026 06:47 - Presidente da Comissão / Designar Relator","46","46"
"PL 431/2023","DISPÕE SOBRE A IMPLANTAÇÃO DE MICROCHIP, GRATUITAMENTE, EM ANIMAIS DOMÉSTICOS, NA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. THAMMY MIRANDA (PSD)Ver. SILVINHO LEITE (UNIÃO)","Ver. ANA CAROLINA OLIVEIRA (PODE)","11/08/2025 11:15:00 - FIN  (Recebido de ADM)","27/11/2025 04:44 - Relator(a) / Estudo para manifestação do relator","285","177"
"PL 425/2023","DISPÕE SOBRE NORMAS E CONDUTAS PARA A PROTEÇÃO DE PASSAGEIROS EM SITUAÇÃO DE VULNERABILIDADE DURANTE O TRANSPORTE INDIVIDUAL REMUNERADO DE UTILIDADE PÚBLICA E DÁ OUTRAS PROVIDÊNCIAS.","Ver. THAMMY MIRANDA (PSD)","Ver. MARCELO MESSIAS (MDB)","13/10/2025 14:56:00 - FIN  (Recebido de SAUDE)","09/04/2026 11:33 - Relator(a) / Estudo para manifestação do relator","222","44"
"PL 423/2023","INSTITUI O PROJETO TURISMO PEDAGÓGICO NA REDE PÚBLICA MUNICIPAL DE ENSINO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RINALDI DIGILIO (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","20/05/2025 10:39:00 - FIN  (Recebido de SGP22)","21/08/2025 02:44 - Relator(a) / Estudo para manifestação do relator","368","275"
"PL 402/2023","DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA MUNICIPAL DE SEGURANÇA DO PACIENTE (PMSP), NO MUNICÍPIO DE SÃO PAULO.","Ver. AURÉLIO NOMURA (PSD)Ver. GILBERTO NASCIMENTO (PL)","","21/05/2026 14:46:00 - FIN  (Recebido de SAUDE)","21/05/2026 02:46 - Presidente da Comissão / Designar Relator","2","2"
"PL 389/2023","AUTORIZA O EMBARQUE E DESEMBARQUE DE PASSAGEIROS FORA DOS PONTOS DE PARADA OBRIGATÓRIOS, DAS 22H ÀS 5H NA CIDADE DE SÃO PAULO, O CHAMADO PONTO DE ÔNIBUS VIRTUAL, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. SANDRA SANTANA (MDB)Ver. THAMMY MIRANDA (PSD)","Ver. SILVINHO LEITE (UNIÃO)","16/05/2025 10:12:00 - FIN  (Recebido de ADM)","12/02/2026 01:55 - Consultoria / Para análise","372","100"
"PL 351/2023","AUTORIZA O EXECUTIVO A INCLUIR NO ROL DE EXAMES OBRIGATÓRIOS A SEREM REALIZADOS PELAS GESTANTES ATENDIDAS PELA REDE MUNICIPAL DE SAÚDE A ULTRASSONOGRAFIA TRANSVAGINAL, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. SIDNEY CRUZ (MDB)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","22/04/2026 02:56 - Relator(a) / Estudo para manifestação do relator","288","31"
"PL 314/2023","CRIA O PROGRAMA MUNICIPAL DE ANIMAIS PERDIDOS, EM CONDIÇÃO DE ABANDONO OU APTOS PARA ADOÇÃO, VOLTADO À DIVULGAÇÃO DA REDE DE COMPUTAORES, DE FOTOGRAFIAS E INFORMAÇÕES NO ÂMBITO DO MUNICIPIO DE SÃO PAULO.","Ver. JAIR TATTO (PT)Ver. ARSELINO TATTO (PT)","Ver. ALESSANDRO GUEDES (PT)","17/04/2026 17:51:00 - FIN  (Recebido de ADM)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","36","24"
"PL 277/2023","ALTERA A LEI MUNICIPAL N. 14.660 DE 26 DE DEZEMBRO DE 2007 E DÁ OUTRAS PROVIDÊNCIAS. [INSTITUI O CARGO DE SECRETÁRIO DE ESCOLA NAS UNIDADES DE EDUCAÇÃO INFANTIL DA REDE MUNICIPAL DE ENSINO]","Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","13/03/2025 15:30:00 - FIN  (Recebido de SGP22)","04/12/2025 03:55 - Relator(a) / Assinar Relatório","436","170"
"PL 247/2023","DISPÕE SOBRE NORMAS E PROCEDIMENTOS PARA INCLUSÃO DE CRIANÇA COM DEFICIÊNCIA AUDITIVA NAS ESCOLAS DA REDE PÚBLICA DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","","22/05/2026 14:59:11 - FIN  (Pendente recebimento de SAUDE)","","Encaminhado","2"
"PL 202/2023","REGULAMENTA O SISTEMA DE IDENTIFICAÇÃO PARA O CONTROLE DE ENTRADA E SAÍDA EM UNIDADES DE EDUCAÇÃO DA REDE PÚBLICA DIRETA E PARCEIRA, CRECHES E ESCOLAS, DO MUNICÍPIO DE SÃO PAULO.","Ver. THAMMY MIRANDA (PSD)Ver. JANAÍNA LIMA (PP)","Ver. MAJOR PALUMBO (PP)","08/05/2025 18:23:00 - FIN  (Recebido de EDUC)","14/05/2026 04:07 - Relator(a) / Estudo para manifestação do relator","380","9"
"PL 190/2023","INSTITUI O PROGRAMA DE REDUÇÃO DE DÉBITOS E REGULARIZAÇÃO FISCAL PARA AS SOCIEDADES UNIPROFISSIONAIS DESENQUADRADAS DO REGIME DE RECOLHIMENTO ESPECIAL RELATIVA AO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA NO MUNICÍPIO DE SÃO PAULO.","Ver. EDIR SALES (PSD)","Ver. SILVINHO LEITE (UNIÃO)","13/03/2025 15:30:00 - FIN  (Recebido de SGP22)","15/09/2025 06:13 - Secretaria (SGP12) / Aguardando Informações do Executivo","436","250"
"PL 156/2023","AUTORIZA A OZONIOTERAPIA COMO TRATAMENTO DE CARÁTER INTEGRATIVO E COMPLEMENTAR NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. MANOEL DEL RIO (PT)Ver. JAIR TATTO (PT)Ver. MARCELO MESSIAS (MDB)","Ver. ALESSANDRO GUEDES (PT)","03/11/2025 10:32:00 - FIN  (Recebido de SGP22)","30/04/2026 04:09 - Relator(a) / Estudo para manifestação do relator","201","23"
"PL 144/2023","AUTORIZA O PODER EXECUTIVO A IMPLEMENTAR A SEGURANÇA NAS ESCOLAS MUNICIPAIS ATRAVÉS DA GUARDA CIVIL METROPOLITANA (GCM), NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS","Ver. RUBINHO NUNES (UNIÃO)Ver. JANAÍNA LIMA (PP)Ver. ELY TERUEL (MDB)","","17/04/2026 17:50:00 - FIN  (Recebido de ADM)","17/04/2026 05:50 - Presidente da Comissão / Designar Relator","36","36"
"PL 125/2023","DISPÕE SOBRE A OBRIGAÇÃO DE PETSHOPS, CLÍNICAS VETERINÁRIAS E ESTABELECIMENTOS CONGÊNERES A FIXAREM CARTAZES QUE FACILITEM E INCENTIVEM A ADOÇÃO DE ANIMAIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. JAIR TATTO (PT)Ver. ARSELINO TATTO (PT)Ver. SILVINHO LEITE (UNIÃO)","Ver. ALESSANDRO GUEDES (PT)","15/04/2026 15:35:00 - FIN  (Recebido de ECON)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","38","24"
"PL 112/2023","ALTERA A LEI Nº 8.989, DE 29 DE OUTUBRO DE 1979, PARA PROIBIR A NOMEAÇÃO PARA CARGOS PÚBLICOS DE PESSOA  CONDENADA  POR  CRIMES  CONTRA  DIGNIDADE SEXUAL, RACISMO, INJÚRIA RACIAL E LGTBFOBIA.","Ver. GEORGE HATO (MDB)Ver. THAMMY MIRANDA (PSD)","","21/05/2026 14:46:00 - FIN  (Recebido de SAUDE)","21/05/2026 02:46 - Presidente da Comissão / Designar Relator","2","2"
"PDL 81/2023","CONCEDE SALVA DE PRATA PARA O COLÉGIO NOTARIAL DO BRASIL, SEÇÃO SÃO PAULO","Ver. DR. NUNES PEIXEIRO (MDB)Ver. MARCELO MESSIAS (MDB)","Ver. MARCELO MESSIAS (MDB)","19/12/2025 13:17:00 - FIN  (Recebido de SGP22)","07/05/2026 05:21 - Relator(a) / Estudo para manifestação do relator","155","16"
"PL 79/2023","DISPÕE SOBRE A OBRIGATORIEDADE DE AQUISIÇÃO DE MACAS, CAMAS E CADEIRAS DE RODAS DIMENSIONADAS PARA OBESOS POR HOSPITAIS, CLÍNICAS, POSTOS DE SAÚDE E AFINS, PÚBLICOS E PRIVADOS.","Ver. MAJOR PALUMBO (PP)Ver. RUTE COSTA (PL)","Ver. MARCELO MESSIAS (MDB)","13/05/2025 13:39:00 - FIN  (Recebido de SAUDE)","08/04/2026 04:42 - Relator(a) / Estudo para manifestação do relator","375","45"
"PL 67/2023","AUTORIZA O PODER EXECUTIVO A DESTINAR AUTORIZAÇÕES TEMPORÁRIAS PARA O COMÉRCIO NAS VIAS PÚBLICAS A PESSOAS PORTADORES DE DEFICIÊNCIA E
 MOBILIDADE REDUZIDA.","Ver. RUTE COSTA (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","13/03/2025 15:39:00 - FIN  (Recebido de SGP22)","24/02/2026 02:40 - Consultoria / Para análise","436","88"
"PL 58/2023","ALTERA A LEI Nº 17.753, DE 24 DE JANEIRO DE 2022, PARA INCLUIR A ENTRADA GRATUITA PARA ACOMPANHANTES DE PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA (TEA) E COM SÍNDROME DE DOWN NOS EVENTOS, ESPAÇOS DE CULTURA E LAZER DO MUNICÍPIO DE SÃO PAULO.","Ver. MARCELO MESSIAS (MDB)Ver. CORONEL SALLES (PSD)Ver. THAMMY MIRANDA (PSD)Ver. CAMILO CRISTÓFARO (AVANTE)Ver. LUNA ZARATTINI (PT)Ver. RINALDI DIGILIO (UNIÃO)Ver. SILVINHO LEITE (UNIÃO)","Ver. ALESSANDRO GUEDES (PT)","13/03/2025 15:39:00 - FIN  (Recebido de SGP22)","18/05/2026 11:45 - Secretaria (SGP12) / Em Condição de Pauta","436","5"
"PL 57/2023","DISPÕE SOBRE A CRIAÇÃO DE BEBEDOUROS E COMEDOUROS PÚBLICOS PARA ANIMAIS NA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)Ver. SILVINHO LEITE (UNIÃO)","Ver. GILBERTO NASCIMENTO (PL)","17/04/2026 17:50:00 - FIN  (Recebido de URB)","29/04/2026 05:58 - Consultoria (CTEO.1) / Para análise","36","24"
"PR 55/2023","INSTITUI O PRÊMIO “MULHER EMPREENDEDORA”, A SER CONCEDIDO ÀS MULHERES EMPREENDEDORAS QUE TENHAM SE DESTACADO NO SETOR DE EMPREENDEDORISMO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","13/10/2025 14:56:00 - FIN  (Recebido de SAUDE)","09/04/2026 11:35 - Relator(a) / Estudo para manifestação do relator","222","44"
"PL 42/2023","ALTERA A LEI Nº 16.739, DE 07 DE NOVEMBRO DE 2017, PARA INCLUIR UMA FARMÁCIA POPULAR 24 HORAS EM CADA UNIDADE DE PRONTO ATENDIMENTO DO MUNICÍPIO DE SÃO PAULO","Ver. MARCELO MESSIAS (MDB)","Ver. SILVINHO LEITE (UNIÃO)","07/04/2026 18:47:00 - FIN  (Recebido de SAUDE)","07/04/2026 06:47 - Presidente da Comissão / Designar Relator","46","46"
"PL 41/2023","DISPÕE SOBRE O PROGRAMA DE COMBATE AO DIABETES E À OBESIDADE INFANTIL NA REDE PÚBLICA E PRIVADA DE ENSINO DA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS","Ver. DRA. SANDRA TADEU (PL)Ver. FERNANDO HOLIDAY (PL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","08/08/2025 10:37:00 - FIN  (Recebido de SAUDE)","11/03/2026 03:21 - Relator(a) / Estudo para manifestação do relator","288","73"
"PL 24/2023","AUTORIZA A RESTITUIÇÃO DO VALOR EXCEDENTE PAGO NA TARIFA DE ÁGUA AOS MORADORES VÍTIMAS DE ENCHENTE.","Ver. MAJOR PALUMBO (PP)","Ver. MARCELO MESSIAS (MDB)","13/03/2025 15:50:00 - FIN  (Recebido de SGP22)","09/04/2026 11:38 - Relator(a) / Estudo para manifestação do relator","436","44"
"PR 20/2023","INSTITUI A FRENTE PARLAMENTAR EM DEFESA DA FARMÁCIA E DAS PRERROGATIVAS E DIREITOS DOS FARMACÊUTICOS, NO ÂMBITO DA CÂMARA MUNICIPAL DE SÃO PAULO.","Ver. EDIR SALES (PSD)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","26/04/2025 08:17:00 - FIN  (Recebido de SAUDE)","20/05/2026 11:09 - Secretaria (SGP12) / Em Condição de Pauta","392","3"
"PL 1/2023","RECONHECE A PRÁTICA ESPORTIVA ELETRÔNICA DENOMINADA “E-SPORTS” COMO ESPORTE PROFISSIONAL E INSTITUI A POLÍTICA MUNICIPAL DE INCENTIVO E FOMENTO AO “E-SPORT” NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUBINHO NUNES (UNIÃO)Ver. MARCELO MESSIAS (MDB)Ver. THAMMY MIRANDA (PSD)","Ver. SILVINHO LEITE (UNIÃO)","10/06/2025 09:58:00 - FIN  (Recebido de EDUC)","20/05/2026 09:23 - Consultoria / Para análise","347","3"
"PL 693/2022","DISPÕE SOBRE AS REGRAS PARA TRANSIÇÃO DE GOVERNO PELO CANDIDATO ELEITO PARA O CARGO DE PREFEITO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUBINHO NUNES (UNIÃO)","Ver. MARCELO MESSIAS (MDB)","17/03/2025 17:41:00 - FIN  (Recebido de SGP22)","09/04/2026 11:42 - Relator(a) / Estudo para manifestação do relator","432","44"
"PL 687/2022","CONFERE VALIDADE INDETERMINADA AOS LAUDOS MÉDICOS QUE ATESTEM DEFICIÊNCIA PERMANENTE PARA FINS DE ACESSO A PROGRAMAS E SERVIÇOS PÚBLICOS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.","Executivo - RICARDO NUNES","Ver. PAULO FRANGE (MDB)","01/04/2024 10:43:00 - FIN  (Recebido de SAUDE)","12/08/2025 12:14 - Presidente da Comissão / Designar Relator","782","284"
"PL 672/2022","DISPÕE SOBRE A ISENÇÃO DO PAGAMENTO DE TAXAS DE INSCRIÇÃO EM CONCURSOS PÚBLICOS, NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO, AOS MUNÍCIPES QUE
 PRESTAREM SERVIÇOS À JUSTIÇA ELEITORAL NO PERÍODO DAS ELEIÇÕES E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)","Ver. SILVINHO LEITE (UNIÃO)","28/05/2025 19:39:00 - FIN  (Recebido de ADM)","21/05/2026 05:15 - Secretaria (SGP12) / Em Condição de Pauta","360","2"
