"Processo","Ementa","Autor","Relator","Tramitação","Tramitacao Interna","Dias na Comissão","Dias no Estado Atual"
"PL 244/2021","CRIA A CAMPANHA PERMANENTE DE ENFRENTAMENTO AO ASSÉDIO E À VIOLÊNCIA SEXUAL NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS DISPOSIÇÕES.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. CELSO GIANNAZI (PSOL)Ver. LUANA ALVES (PSOL)Ver. SILVIA DA BANCADA FEMINISTA (PSOL)Ver. ERIKA HILTON (PSOL)Ver. ELAINE DO QUILOMBO PERIFÉRICO (PSOL)Ver. KEIT LIMA (PSOL)","Ver. ALESSANDRO GUEDES (PT)","08/08/2025 10:44:00 - FIN  (Recebido de SAUDE)","21/05/2026 02:59 - Relator(a) / Assinar Relatório","288","2"
"PL 243/2021","DISPÕE SOBRE A CRIAÇÃO DE 4 (QUATRO) HOSPITAIS PÚBLICOS VETERINÁRIOS NOS BAIRROS JABAQUARA, BUTANTÃ, BRASILÂNDIA E IPIRANGA NO MUNICÍPIO DE SÃO PAULO.","Ver. ANDRÉ SANTOS (REPUBLICANOS)Ver. PAULO FRANGE (MDB)Ver. FARIA DE SÁ (PP)Ver. RODRIGO GOULART (PSD)Ver. AURÉLIO NOMURA (PSD)Ver. CAMILO CRISTÓFARO (AVANTE)","Ver. ANA CAROLINA OLIVEIRA (PODE)","05/04/2025 06:47:00 - FIN  (Recebido de ADM)","06/08/2025 02:05 - Relator(a) / Estudo para manifestação do relator","413","290"
"PL 217/2021","DISPÕE SOBRE A DISPONIBILIZAÇÃO DE SALA PARA ARBITRAGEM E MEDIAÇÃO DE CONFLITOS NOS SHOPPINGS CENTERS E
 HIPERMERCADOS SITUADOS NO MUNICÍPIO DE SÃO PAULO.","Ver. ISAC FÉLIX (PL)","Ver. SILVINHO LEITE (UNIÃO)","17/03/2025 16:00:00 - FIN  (Recebido de SGP22)","21/05/2026 05:15 - Secretaria (SGP12) / Em Condição de Pauta","432","2"
"PL 161/2021","DISPÕE SOBRE A CRIAÇÃO DE FRENTES DE TRABALHO NAS SUBPREFEITURAS, POR MEIO DE CONTRATO DE TRABALHOS TEMPORÁRIOS
 DEVIDO À CALAMIDADE PÚBLICA DECORRENTE DA PANDEMIA POR COVID-19.","Ver. PROFESSOR TONINHO VESPOLI (PSOL)Ver. CELSO GIANNAZI (PSOL)Ver. LUANA ALVES (PSOL)Ver. SILVIA DA BANCADA FEMINISTA (PSOL)Ver. ERIKA HILTON (PSOL)Ver. ELAINE DO QUILOMBO PERIFÉRICO (PSOL)","Ver. KEIT LIMA (PSOL)","17/03/2025 16:00:00 - FIN  (Recebido de SGP22)","12/03/2026 04:39 - Relator(a) / Assinar Relatório","432","72"
"PL 95/2021","“CRIA O FUNDO MUNICIPAL DE COMBATE AO ABUSO INFANTIL E DA OUTRAS PROVIDENCIAS.”","Ver. RUTE COSTA (PL)Ver. THAMMY MIRANDA (PSD)Ver. SILVINHO LEITE (UNIÃO)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","01/10/2025 02:06 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","281","234"
"PL 85/2021","“PROGRAMA GUI (GUIA DE UNIFICAÇÃO DE INFORMAÇÕES) NA PREVENÇÃO E CONTROLE DA DIABETES EM CRIANÇAS E ADOLESCENTES MATRICULADOS NAS ESCOLAS DA REDE PÚBLICA DA CIDADE DE SÃO PAULO”.","Ver. JAIR TATTO (PT)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","22/04/2026 03:06 - Relator(a) / Estudo para manifestação do relator","281","31"
"PL 78/2021","""DISPÕE SOBRE A OBRIGATORIEDADE DA COLOCAÇÃO DE PLACAS NAS ENTRADAS DOS LOCAIS QUE ESPECIFICA COM OS SEGUINTES DIZERES: ""A EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES É CRIME, PUNIDO COM RECLUSÃO DE 4 A 10 ANOS E MULTA”, E DÁ OUTRAS PROVIDÊNCIAS.""","Ver. DRA. SANDRA TADEU (PL)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","07/04/2026 18:47:00 - FIN  (Recebido de SAUDE)","07/04/2026 06:47 - Presidente da Comissão / Designar Relator","46","46"
"PL 71/2021","CRIA O SISTEMA DE COTAS SOCIAIS PARA CANDIDATOS JÁ INSCRITOS EM PROGRAMAS SOCIAIS; REVOGA A RESERVA DE VAGAS PARA AQUELES QUE SE AUTODECLARAREM PRETOS OU PARDOS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. FERNANDO HOLIDAY (PL)","Ver. SILVINHO LEITE (UNIÃO)","25/08/2025 18:57:00 - FIN  (Recebido de SAUDE)","29/11/2025 02:54 - Consultoria (CTEO.1) / Para análise","271","175"
"PL 19/2021","DISPÕE SOBRE A IGUALDADE DE GÊNERO NA COMPOSIÇÃO DOS QUADROS DE DIREÇÃO E CHEFIA NA ADMINISTRAÇÃO PÚBLICA NO MUNICÍPIO DE SÃO PAULO.","Ver. AURÉLIO NOMURA (PSD)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. MARCELO MESSIAS (MDB)","25/08/2025 18:57:00 - FIN  (Recebido de SAUDE)","16/04/2026 06:05 - Secretaria (SGP12) / Aguardando Informações do Executivo","271","37"
"PR 4/2021","DISPÕE SOBRE A CRIAÇÃO DA FRENTE PARLAMENTAR DE FISCALIZAÇÃO, ACOMPANHAMENTO E CONTROLE DO PROCESSO DE EVOLUÇÃO DA VACINAÇÃO CONTRA A COVID-19 NA CIDADE DE SÃO PAULO.","Ver. ALESSANDRO GUEDES (PT)Ver. CRIS MONTEIRO (NOVO)Ver. GILBERTO NASCIMENTO (PL)Ver. RUBINHO NUNES (UNIÃO)Ver. JULIANA CARDOSO (PT)Ver. MARLON LUZ (MDB)Ver. SIDNEY CRUZ (MDB)Ver. ELY TERUEL (MDB)Ver. SANSÃO PEREIRA (REPUBLICANOS)Ver. SILVIA DA BANCADA FEMINISTA (PSOL)Ver. ELAINE DO QUILOMBO PERIFÉRICO (PSOL)Ver. ANTONIO DONATO (PT)Ver. FERNANDO HOLIDAY (PL)Ver. CARLOS BEZERRA JR. (PSD)Ver. THAMMY MIRANDA (PSD)","Ver. MAJOR PALUMBO (PP)","15/03/2025 20:54:00 - FIN  (Recebido de SGP22)","21/05/2026 03:08 - Relator(a) / Assinar Relatório","434","2"
"PL 742/2020","DISPÕE SOBRE A PRESTAÇÃO DOS SERVIÇOS DE ATIVIDADES EDUCACIONAIS NO MUNICÍPIO DE SÃO PAULO ANTES, DURANTE E APÓS TEMPOS DE CRISES OCASIONADOS POR MOLÉSTIAS CONTAGIOSAS OU CATÁSTROFES NATURAIS.","Ver. JANAÍNA LIMA (PP)Ver. CRIS MONTEIRO (NOVO)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/03/2025 20:54:00 - FIN  (Recebido de SGP22)","15/05/2025 04:59 - Relator(a) / Estudo para manifestação do relator","434","373"
"PL 683/2020","DISPÕE SOBRE A DIVULGAÇÃO, EM SEU SITE INSTITUCIONAL, DA LOCALIZAÇÃO DE TODOS OS RADARES DE FISCALIZAÇÃO PELO PODER PÚBLICO MUNICIPAL, BEM COMO DOS RESPECTIVOS LIMITES DE VELOCIDADE, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)","Ver. SILVINHO LEITE (UNIÃO)","13/05/2025 13:39:00 - FIN  (Recebido de ECON)","20/05/2026 11:15 - Consultoria / Para análise","375","3"
"PL 678/2020","INSTITUI CAMPANHA “CHECK-UP GERAL NOS HOMENS"" PARA ALERTA E PREVENÇÃO DE TODAS AS DOENÇAS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 20:54:00 - FIN  (Recebido de SGP22)","07/11/2025 04:06 - Secretaria (SGP12) / Aguardando Informações do Executivo","434","197"
"PL 654/2020","DISPÕE SOBRE A INSTITUIÇÃO DA POLÍTICA MUNICIPAL DE INCLUSÃO DA PESSOA COM MAIS DE 50 ANOS, CONCEDENDO BENEFÍCIO FISCAL A EMPRESAS PRESTADORAS DE SERVIÇOS QUE EMPREGUEM, NO SEU QUADRO DE FUNCIONÁRIOS, PESSOAS COM MAIS DE 50 ANOS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILBERTO NATALINI (S/PARTIDO)Ver. AURÉLIO NOMURA (PSD)Ver. ADILSON AMADEU (UNIÃO)","Ver. MARCELO MESSIAS (MDB)","02/12/2025 12:58:00 - FIN  (Recebido de SGP22)","29/04/2026 02:52 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","172","24"
"PL 619/2020","INSTITUI A IMPLANTAÇÃO DA POLÍTICA MUNICIPAL DE CONSCIENTIZAÇÃO E DIAGNOSTICO DA DOENÇA DE CROHN E RETOCOLITE ULCERATIVA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. EDUARDO TUMA (PSDB)Ver. RINALDI DIGILIO (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 20:54:00 - FIN  (Recebido de SGP22)","21/05/2026 03:15 - Relator(a) / Assinar Relatório","434","2"
"PL 614/2020","DENOMINA PASSAGEM DE PEDESTRE HONORINA SILVA DE LIMA QUE LIGA RUA HUMBERTO DE ALMEIDA NA ALTURA DO N° 571 A RUA MANOEL VIEIRA SARMENTO ALTURA DO N° 203, SUBPREFEITURA DO M'BOI MIRIM, E DÁ OUTRAS PROVIDÊNCIAS","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","13/08/2025 17:57:00 - FIN  (Recebido de EDUC)","08/04/2026 06:24 - Relator(a) / Estudo para manifestação do relator","283","45"
"PL 579/2020","INSTITUI O PROGRAMA CONEXÃO ESCOLA E FAMÍLIA NA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ELISEU GABRIEL (PSB)","Ver. SILVINHO LEITE (UNIÃO)","23/05/2025 10:36:00 - FIN  (Recebido de EDUC)","21/05/2026 05:15 - Secretaria (SGP12) / Em Condição de Pauta","365","2"
"PL 566/2020","AUTORIZA O PODER EXECUTIVO A ALTERAR O ZONEAMENTO DOS LOTES DO SETOR 020, QUADRA F009 DA RUA DO BOSQUE, NO DISTRITO DE SANTA CECÍLIA NA SUBPREFEITURA DA SÉ, E FIXA PROVIDÊNCIAS.","Ver. EDIR SALES (PSD)","Ver. SILVINHO LEITE (UNIÃO)","12/09/2025 16:37:00 - FIN  (Recebido de URB)","20/05/2026 09:23 - Consultoria / Para análise","253","3"
"PL 549/2020","ESTABELECE UM PADRÃO MÍNIMO PARA O EFETIVO DE SEGURANÇA EM EVENTOS PÚBLICOS, NO ÂMBITO DA CIDADE DE SÃO PAULO, NAS CONDIÇÕES QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GILBERTO NASCIMENTO (PL)","Ver. MAJOR PALUMBO (PP)","15/03/2025 20:43:00 - FIN  (Recebido de SGP22)","21/05/2026 04:39 - Secretaria (SGP12) / Retirado de pauta","434","2"
"PL 476/2020","PROÍBE A PRODUÇÃO E A COMERCIALIZAÇÃO DE MUDAS E O PLANTIO DA SPATHODEA CAMPANULATA, TAMBÉM CONHECIDA COMO “ESPATÓDEA”,“BISNAGUEIRA”, “TULIPEIRA-DO-GABÃO”, “XIXI-DE-MACACO OU “CHAMADA- FLORESTA” E AUTORIZA O CORTE E A PODA DAS EXISTENTES NO MUNICÍPIO DE SÃO PAULO.","Ver. GILBERTO NATALINI (S/PARTIDO)Ver. AURÉLIO NOMURA (PSD)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 20:43:00 - FIN  (Recebido de SGP22)","07/05/2026 04:53 - Relator(a) / Estudo para manifestação do relator","434","16"
"PL 469/2020","CONCEDE DESCONTO DE 90% (NOVENTA POR CENTO) SOBRE O TOTAL DA DÍVIDA DE CONTRIBUINTES SOBRE MULTAS APLICADAS SOBRE CALÇADAS IRREGULARES E TERRENOS VAZIOS E DÁ OUTRAS PROVIDÊNCIAS","Ver. GILBERTO NASCIMENTO (PL)","Ver. SILVINHO LEITE (UNIÃO)","15/03/2025 20:43:00 - FIN  (Recebido de SGP22)","19/03/2026 02:58 - Relator(a) / Estudo para manifestação do relator","434","65"
"PL 357/2020","INSTITUI CAMPANHA DE CONSCIENTIZAÇÃO E COMBATE AO ASSÉDIO CONTRA AS MULHERES NOS VEÍCULOS DE TRANSPORTE COLETIVO QUE CIRCULAM NO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. DRA. SANDRA TADEU (PL)Ver. RICARDO TEIXEIRA (UNIÃO)Ver. THAMMY MIRANDA (PSD)","Ver. SILVINHO LEITE (UNIÃO)","05/09/2025 12:11:00 - FIN  (Recebido de SAUDE)","16/04/2026 06:05 - Secretaria (SGP12) / Aguardando Informações do Executivo","260","37"
"PL 194/2020","CRIA O PROGRAMA EMERGENCIAL DE ASSISTÊNCIA IMEDIATA A PESSOAS SEM RENDA DEVIDO A CRISE CAUSADA PELA PANDEMIA DE CORONAVÍRUS/COVID-19 E DISPÕE SOBRE A DISTRIBUIÇÃO GRATUITA DE CESTA BÁSICAS E ITENS DE HIGIENE PESSOAL NO MUNICÍPIO DE SÃO PAULO.","Ver. FABIO RIVA (MDB)","Ver. MARCELO MESSIAS (MDB)","15/03/2025 07:35:00 - FIN  (Recebido de SGP22)","08/04/2026 06:24 - Relator(a) / Estudo para manifestação do relator","434","45"
"PL 176/2020","DISPÕE SOBRE A REMISSÃO DE CRÉDITOS TRIBUTÁRIOS DO IMPOSTO PREDIAL E TERRITORIAL URBANO – IPTU E A PRORROGAÇÃO DO PAGAMENTO DO IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISS, COMO MEDIDAS EXCEPCIONAIS DE COMBATE AOS EFEITOS DA PANDEMIA GERADA PELA COVID-19 NA POPULAÇÃO PAULISTANA.","Ver. AURÉLIO NOMURA (PSD)Ver. FERNANDO HOLIDAY (PL)Ver. QUITO FORMIGA (PSDB)Ver. GILSON BARRETO (MDB)Ver. PATRÍCIA BEZERRA (PSDB)Ver. POLICE (PSD)Ver. JANAÍNA LIMA (PP)Ver. DRA. SANDRA TADEU (PL)Ver. GILBERTO NATALINI (S/PARTIDO)Ver. CAIO MIRANDA CARNEIRO (UNIÃO)Ver. ALFREDINHO (PT)Ver. RINALDI DIGILIO (UNIÃO)Ver. REIS (PT)Ver. RICARDO NUNES (MDB)Ver. PAULO FRANGE (MDB)Ver. ALESSANDRO GUEDES (PT)Ver. MARCELO MESSIAS (MDB)Ver. RODRIGO GOULART (PSD)Ver. RUBINHO NUNES (UNIÃO)","Ver. SILVINHO LEITE (UNIÃO)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","26/08/2025 01:48 - Secretaria (SGP12) / Aguardando Informações do Executivo","434","270"
"PL 163/2020","ALTERA OS ARTIGOS 25, 26 E ANEXO II DA LEI 16.417, DE 1º DE ABRIL DE 2016, QUE CRIA O QUADRO DE AGENTES VISTORES, QAV, RECONFIGURA CARREIRA E OS CARGOS EFETIVOS DE AGENTE VISTOR REORGANIZADOS PELO TÍTULO VI DA LEI Nº 13.652, DE 25 DE SETEMBRO DE 2003, BEM COMO INSTITUI NOVAS ESCALAS DE VENCIMENTOS E REVALORIZA A GRATIFICAÇÃO DE PRODUTIVIDADE FISCAL DEVIDA A ESSES PROFISSIONAIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)","Ver. SILVINHO LEITE (UNIÃO)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","30/04/2025 09:31 - Secretaria (SGP12) / Aguardando Informações do Executivo","434","388"
"PL 116/2020","ALTERA O ARTIGO 17 DA LEI MUNICIPAL Nº 13.861, DE 29 DE JUNHO DE 2004 QUE DISPÕE SOBRE A CONCESSÃO DE VANTAGENS AOS SERVIDORES MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ANTONIO DONATO (PT)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. KEIT LIMA (PSOL)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","08/04/2026 06:24 - Relator(a) / Estudo para manifestação do relator","434","45"
"PL 112/2020","DISPÕE SOBRE A CONCESSÃO DE BENEFÍCIOS DE AUXÍLIO ALUGUEL DESTINADO ÀS MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA NO MUNICÍPIO DE SÃO PAULO, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. PROFESSOR TONINHO VESPOLI (PSOL)","Ver. ANA CAROLINA OLIVEIRA (PODE)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","10/04/2025 02:37 - Relator(a) / Estudo para manifestação do relator","434","408"
"PL 84/2020","DISPÕE SOBRE A OBRIGATORIEDADE DOS HOSPITAIS PÚBLICOS E PRIVADOS E INSTITUIÇÕES CONGÊNERES A NOTIFICAREM OCORRÊNCIAS DE USO DE BEBIDA ALCOÓLICA E/OU ENTORPECENTES POR CRIANÇAS E ADOLESCENTES NO MUNICÍPIO DE SÃO PAULO.","Ver. RINALDI DIGILIO (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. MAJOR PALUMBO (PP)","27/06/2025 11:45:00 - FIN  (Recebido de SAUDE)","01/10/2025 02:06 - Secretaria (SGP12) / Aguardando Notas Taquigráficas (Audiência realizada)","330","234"
"PL 80/2020","DISPÕE SOBRE A IMPLANTAÇÃO DE MÉDICO HEBIATRA NAS UNIDADES DE SAÚDE DO MUNICÍPIO DE SÃO PAULO.","Ver. RUTE COSTA (PL)Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. MARCELO MESSIAS (MDB)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","08/04/2026 06:24 - Relator(a) / Estudo para manifestação do relator","434","45"
"PDL 77/2020","CONCEDE A HONRARIA SALVA DE PRATA AO MINISTÉRIO DA AÇÃO SOLIDÁRIA ADVENTISTA - ASA, DA IGREJA ADVENTISTA DO SÉTIMO DIA DO UNASP-SP E DÁ OUTRAS PROVIDÊNCIAS","Ver. GILSON BARRETO (MDB)Ver. RUTE COSTA (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","29/09/2025 16:12:00 - FIN  (Recebido de EDUC)","21/05/2026 03:22 - Relator(a) / Assinar Relatório","236","2"
"PL 58/2020","ACRESCENTA PARÁGRAFO AO ART 1° DA LEI N° 12.632, DE 06 DE MAIO DE 1998, PARA ESTENDER A EXCLUSÃO DA RESTRIÇÃO DE CIRCULAÇÃO DE VEÍCULOS AOS JUÍZES DE PAZ QUE ATUEM NOS CARTÓRIOS DE REGISTRO CIVIL NO MUNICÍPIO DE SÃO PAULO.","Ver. GILBERTO NASCIMENTO (PL)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 07:25:00 - FIN  (Recebido de SGP22)","29/11/2025 01:55 - Relator(a) / Estudo para manifestação do relator","434","175"
"PL 771/2019","INSTITUI O PROGRAMA CIDADE COM GRAMA E DÁ OUTRAS PROVIDÊNCIAS","Ver. JAIR TATTO (PT)","Ver. ALESSANDRO GUEDES (PT)","15/03/2025 07:12:00 - FIN  (Recebido de SGP22)","21/05/2026 03:28 - Relator(a) / Assinar Relatório","434","2"
"PL 742/2019","DISPÕE SOBRE A REALIZAÇÃO DE PROCEDIMENTOS DE TANATOPRAXIA NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. TONINHO PAIVA (PL)Ver. ISAC FÉLIX (PL)","Ver. ALESSANDRO GUEDES (PT)","15/03/2025 07:12:00 - FIN  (Recebido de SGP22)","21/05/2026 03:32 - Relator(a) / Assinar Relatório","434","2"
"PL 654/2019","DISPÕE SOBRE A PRORROGAÇÃO DO PRAZO DE USO DE ÁREAS PÚBLICAS AO CENTRO DE ASSITÊNCIA SOCIAL E PROMOÇÃO DE VILA ALPINA - CASP E DÁ OUTRAS PROVIDÊNCIAS.","Ver. PAULO FRANGE (MDB)","","21/05/2026 14:46:00 - FIN  (Recebido de SAUDE)","21/05/2026 02:46 - Presidente da Comissão / Designar Relator","2","2"
"PL 630/2019","ALTERA A LEI Nº 13.766, DE 21 DE JANEIRO DE 2004, A FIM DE ESTENDER ININTERRUPTAMENTE O SERVIÇO DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL AOS FILHOS DOS SERVIDORES QUE TENHAM INICIADO TRATAMENTO ANTES DOS 18 ANOS ATÉ SEU RESPECTIVO TÉRMINO OU A COMPLETUDE DE SEUS 21 OU, CASO MATRICULADOS EM INSTITUIÇÕES DE ENSINO SUPERIOR, 24 ANOS.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","13/05/2025 13:39:00 - FIN  (Recebido de SAUDE)","08/04/2026 06:19 - Relator(a) / Estudo para manifestação do relator","375","45"
"PL 626/2019","DISPÕE SOBRE A DESTINAÇÃO DE ESPAÇO NOS PARQUES MUNICIPAIS PARA A COLOCAÇÃO DE FRALDÁRIO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)Ver. THAMMY MIRANDA (PSD)","Ver. ANA CAROLINA OLIVEIRA (PODE)","26/04/2025 08:17:00 - FIN  (Recebido de SAUDE)","19/03/2026 03:03 - Relator(a) / Estudo para manifestação do relator","392","65"
"PL 608/2019","INSTITUI A POLÍTICA MUNICIPAL DE DESENVOLVIMENTO SOCIAL DOS POVOS E COMUNIDADES TRADICIONAIS DA CIDADE DE SÃO PAULO E DÁ OUTRAS PROVIDÊNCIAS.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. ALESSANDRO GUEDES (PT)","13/05/2025 13:39:00 - FIN  (Recebido de SAUDE)","21/05/2026 03:34 - Relator(a) / Assinar Relatório","375","2"
"PL 596/2019","DISPÕE SOBRE A COLOCAÇÃO DE REDES DE PROTEÇÃO CONTRA QUEDAS EM ÁREAS DE CONVIVÊNCIA, NOS CASOS E LOCAIS QUE ESPECIFICA, PARA FINS DE SEGURANÇA E DÁ OUTRAS PROVIDÊNCIAS.","Ver. ISAC FÉLIX (PL)","Ver. SILVINHO LEITE (UNIÃO)","26/04/2025 08:17:00 - FIN  (Recebido de SAUDE)","04/03/2026 12:27 - Consultoria / Para análise","392","80"
"PL 569/2019","INSTITUI O FUNDO MUNICIPAL DE SEGURANÇA PÚBLICA DA CIDADE DE SÃO PAULO.","Ver. REIS (PT)Ver. JOÃO ANANIAS (PT)","Ver. KEIT LIMA (PSOL)","28/03/2025 08:52:00 - FIN  (Recebido de SGP22)","08/04/2026 06:19 - Consultoria (CTEO.1) / Para análise","421","45"
"PL 527/2019","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO A INSTALAÇÃO DE LEITOR DE BILHETE ÚNICO EM ALTURA COMPATÍVEL PARA ALCANCE DAS PESSOAS COM NANISMO E PESSOAS COM DEFICIÊNCIA OU MOBILIDADE REDUZIDA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. EDUARDO TUMA (PSDB)Ver. RINALDI DIGILIO (UNIÃO)Ver. GILBERTO NASCIMENTO (PL)","Ver. SILVINHO LEITE (UNIÃO)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","20/05/2026 09:23 - Consultoria / Para análise","281","3"
"PL 425/2019","DISPÕE SOBRE A OBRIGATORIEDADE DA DISPONIBILIZAÇÃO DE ÁLCOOL EM GEL ANTISSÉPTICO NOS ESTABELECIMENTOS BANCÁRIOS E SIMILARES.","Ver. JAIR TATTO (PT)","Ver. MAJOR PALUMBO (PP)","15/08/2025 11:34:00 - FIN  (Recebido de SAUDE)","21/05/2026 03:37 - Relator(a) / Assinar Relatório","281","2"
"PL 373/2019","ESTABELECE MEDIDAS E PROCEDIMENTOS PARA OS CASOS DE VIOLÊNCIA CONTRA PROFISSIONAIS DA EDUCAÇÃO OCORRIDOS NAS UNIDADES EDUCACIONAIS DA REDE PÚBLICA E PARTICULAR DO MUNICÍPIO DE SÃO PAULO.","Ver. RUTE COSTA (PL)Ver. EDIR SALES (PSD)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:54:00 - FIN  (Recebido de SGP22)","07/05/2026 04:40 - Relator(a) / Estudo para manifestação do relator","434","16"
"PL 305/2019","CRIA A GUARDA CIVIL ESCOLAR NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO E DA OUTRAS PROVIDÊNCIAS.","Ver. RUTE COSTA (PL)Ver. EDIR SALES (PSD)Ver. JANAÍNA LIMA (PP)Ver. ATÍLIO FRANCISCO (REPUBLICANOS)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","22/08/2025 11:24:00 - FIN  (Recebido de EDUC)","07/05/2026 04:47 - Relator(a) / Estudo para manifestação do relator","274","16"
"PL 292/2019","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO SOBRE A CAPACITAÇÃO DE JARDINEIROS PARA PODA DE ÁRVORES E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:40:00 - FIN  (Recebido de SGP22)","20/05/2026 09:24 - Consultoria / Para análise","434","3"
"PL 242/2019","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO A CRIAÇÃO DE CLÍNICAS-ESCOLAS PARA AUTISTAS, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. DR. ADRIANO SANTOS (PT)","Ver. ANA CAROLINA OLIVEIRA (PODE)","27/06/2025 11:46:00 - FIN  (Recebido de SAUDE)","27/11/2025 05:07 - Relator(a) / Estudo para manifestação do relator","330","177"
"PL 219/2019","INCLUI NO ARTIGO 3° DA LEI N° 14.471, DE 10 DE JULHO DE 2007 A PROVÍNCIA DE GUIZHOU, DA REPÚBLICA POPULAR DA CHINA, E DÁ OUTRAS PROVIDÊNCIAS.","Ver. GEORGE HATO (MDB)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:40:00 - FIN  (Recebido de SGP22)","21/05/2026 03:39 - Relator(a) / Assinar Relatório","434","2"
"PL 195/2019","DISPÕE SOBRE A OBRIGATORIEDADE DO ENSINO DE LIBRAS - LÍNGUA BRASILEIRA DE SINAIS - EM ESCOLAS MUNICIPAIS E PRIVADAS.","Ver. RICARDO TEIXEIRA (UNIÃO)Ver. ANDRÉ SANTOS (REPUBLICANOS)","Ver. ANDRÉ SANTOS (REPUBLICANOS)","15/03/2025 06:40:00 - FIN  (Recebido de SGP22)","12/02/2026 01:43 - Consultoria / Para análise","434","100"
"PL 190/2019","DISPÕE NO ÂMBITO DO MUNICÍPIO DE SÃO PAULO SOBRE A SUBSTITUIÇÃO DE PLÁSTICOS POR MATERIAIS BIODEGRADÁVEIS E DÁ OUTRAS PROVIDÊNCIAS.","Ver. RICARDO TEIXEIRA (UNIÃO)","Ver. ROBERTO TRÍPOLI (PV)","09/04/2026 11:29:00 - FIN  (Recebido de SGP12)","09/04/2026 11:35 - Secretaria (SGP12)","44","44"
